⑮の2 工房の制作項目(枝分かれ比べ・中央値≥1.05)
  OK 料理:butterCookie          S3 中央値比=1000000000.000 (n=10)
  OK 料理:chocoFondant          S2 中央値比=1000000000.000 (n=10)
  OK 料理:mintIce               S6 中央値比=1000000000.000 (n=10)
  OK 料理:hunterStew            S6 中央値比=1000000000.000 (n=10)
  OK 料理:frostCake             S1 中央値比=500394850.563 (n=10)
  OK 料理:stardustParfait       S1 中央値比=1000000000.000 (n=10)
  OK 料理:voidTart              S9 中央値比=1000000000.000 (n=9)
⑮の2 合計 7/7(料理のみ・旧装備は廃止)
㉙ 注文ボードの報酬(枝分かれ比べ・稼ぎ比≥1.2)
  OK 注文報酬:cookie              S6 中央値比=529310940.596 (n=10)
  OK 注文報酬:materials           S6 中央値比=1000000000.000 (n=10)
  OK 注文報酬:boost               S6 中央値比=1000000000.000 (n=10)
㉙ 合計 3/3
新装備(a) 装備lift(枝分かれ・付け替え封止比≥1.5・全周回)
  OK 装備lift:weapon_t1_v1         min比=41.217 (n=9, S9)
  OK 装備lift:shield_t1_v1         min比=41.217 (n=2, S8)
  OK 装備lift:armorTop_t1_v1       min比=41.217 (n=2, S8)
  OK 装備lift:armorBottom_t1_v1    min比=41.217 (n=9, S9)
  OK 装備lift:hands_t1_v1          min比=41.217 (n=9, S9)
  OK 装備lift:hat_t1_v1            min比=41.217 (n=9, S9)
  OK 装備lift:shoes_t1_v1          min比=41.217 (n=9, S9)
  OK 装備lift:accA_t1_v1           min比=41.217 (n=9, S9)
  OK 装備lift:accB_t1_v1           min比=41.217 (n=9, S9)
  NG 装備lift:shield_t2_v1         min比=0.741 (n=9, S9)
  NG 装備lift:armorTop_t2_v1       min比=0.741 (n=9, S9)
  NG 装備lift:armorBottom_t2_v1    min比=0.983 (n=8, S9)
  OK 装備lift:hands_t2_v1          min比=569.363 (n=1, S4)
  OK 装備lift:hands_t2_v6          min比=34.011 (n=5, S9)
  NG 装備lift:hands_t2_v9          min比=0.983 (n=3, S3)
  NG 装備lift:hat_t2_v1            min比=0.983 (n=1, S3)
  OK 装備lift:hat_t2_v6            min比=34.011 (n=5, S8)
  OK 装備lift:hat_t2_v9            min比=65.511 (n=3, S9)
  OK 装備lift:shoes_t2_v4          min比=445305971224403.188 (n=1, S2)
  NG 装備lift:shoes_t2_v6          min比=0.983 (n=5, S7)
  OK 装備lift:shoes_t2_v7          min比=5203736408206.590 (n=1, S8)
  OK 装備lift:shoes_t2_v9          min比=65.511 (n=2, S9)
  OK 装備lift:accA_t2_v4           min比=445305971224403.188 (n=1, S2)
  OK 装備lift:accA_t2_v6           min比=3409.594 (n=2, S6)
  OK 装備lift:accA_t2_v7           min比=34.011 (n=1, S7)
  OK 装備lift:accB_t2_v1           min比=65.511 (n=1, S9)
  OK 装備lift:accB_t2_v4           min比=445305971224403.188 (n=1, S2)
  NG 装備lift:accB_t2_v6           min比=0.983 (n=4, S5)
  OK 装備lift:accB_t2_v7           min比=3409.594 (n=1, S6)
  OK 装備lift:accB_t2_v9           min比=34.011 (n=2, S8)
  NG 装備lift:weapon_t3_v1         min比=0.326 (n=9, S9)
  NG 装備lift:shield_t3_v1         min比=0.983 (n=8, S9)
  OK 装備lift:shield_t3_v9         min比=445305971224403.188 (n=1, S2)
  NG 装備lift:armorTop_t3_v1       min比=0.983 (n=9, S9)
  NG 装備lift:armorBottom_t3_v1    min比=1.131 (n=7, S9)
  OK 装備lift:armorBottom_t3_v7    min比=445305971224403.188 (n=1, S2)
  OK 装備lift:armorBottom_t3_v9    min比=42889318363608.992 (n=1, S6)
  OK 装備lift:hands_t3_v6          min比=6956324892385.239 (n=1, S2)
  NG 装備lift:hat_t3_v1            min比=1.131 (n=7, S9)
  OK 装備lift:hat_t3_v6            min比=1.2411777331516618e+21 (n=1, S2)
  OK 装備lift:hat_t3_v7            min比=42889318363608.992 (n=1, S6)
